filename,width,height,size_ratio_original,contour,center,diameter,area,order,idx_child,idx_parent,x,y
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1514,1279
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1517,1279
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1518,1278
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1519,1278
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1520,1277
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1521,1277
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1523,1275
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1523,1274
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1524,1273
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1525,1273
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1527,1271
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1527,1270
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1528,1269
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1529,1269
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1531,1267
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1528,1264
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1528,1263
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1527,1263
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1524,1260
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1524,1259
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1523,1259
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1520,1256
